-2.000000000000000042e-02;-0.000000000000000000e+00
-1.897959183673469247e-02;-6.888438839347184317e-02
-1.795918367346938799e-02;-1.377687767878369995e-01
-1.693877551020408351e-02;-2.066531651813088011e-01
-1.591836734693877556e-02;-2.755375535747806581e-01
-1.489795918367346934e-02;-3.444219419673592575e-01
-1.387755102040816313e-02;-4.133063303617243722e-01
-1.285714285714285691e-02;-4.821907187551962015e-01
-1.183673469387755070e-02;-5.510751071486680308e-01
-1.081632653061224449e-02;-6.199594955430332011e-01
-9.795918367346938271e-03;-6.888438839365049748e-01
-8.775510204081632057e-03;-7.577282723299768596e-01
-7.755102040816325842e-03;-8.266126607234487444e-01
-6.734693877551019628e-03;-8.954970491169206293e-01
-5.714285714285713413e-03;-9.643814375103924030e-01
-4.693877551020407199e-03;-1.033265825903864066e+00
-3.673469387755100984e-03;-1.102150214298229125e+00
-2.653061224489796505e-03;-1.171034602691701121e+00
-1.632653061224488555e-03;-1.239918991086066402e+00
-6.122448979591806062e-04;-1.308803379478644890e+00
4.081632653061238736e-04;-1.377687767873009950e+00
1.428571428571428353e-03;-1.446572156265588660e+00
2.448979591836736303e-03;-1.515456544659953719e+00
3.469387755102044252e-03;-1.584340933053425493e+00
4.489795918367348732e-03;-1.653225321446897489e+00
5.510204081632653211e-03;-1.722109709840369263e+00
6.530612244897961161e-03;-1.790994098234734100e+00
7.551020408163269110e-03;-1.859878486628206318e+00
8.571428571428573590e-03;-1.928762875020784806e+00
9.591836734693878069e-03;-1.997647263415149421e+00
1.061224489795918602e-02;-2.066531651808621639e+00
1.163265306122449397e-02;-2.135416040202986476e+00
1.265306122448979845e-02;-2.204300428596458250e+00
1.367346938775510293e-02;-2.273184816989036960e+00
1.469387755102040741e-02;-2.342069205382509178e+00
1.571428571428571883e-02;-2.410953593776874015e+00
1.673469387755102331e-02;-2.479837982170346233e+00
1.775510204081632779e-02;-2.548722370563818007e+00
1.877551020408163920e-02;-2.617606758957289781e+00
1.979591836734694368e-02;-2.686491147350761555e+00
2.081632653061224816e-02;-2.755375535744233328e+00
2.183673469387755264e-02;-2.824259924138599054e+00
2.285714285714285712e-02;-2.893144312532070828e+00
2.387755102040816854e-02;-2.962028700926435665e+00
2.489795918367347302e-02;-3.030913089319013931e+00
2.591836734693877750e-02;-3.099797477713379212e+00
2.693877551020408892e-02;-3.168681866106850986e+00
2.795918367346939340e-02;-3.237566254500323648e+00
2.897959183673469788e-02;-3.306450642893794978e+00
2.999999999999999889e-02;-3.375335031287266752e+00
