-3.000000000000000000e+08;-3.760892580407687591e-02;-3.626210049254806334e-02;1.570563667737434166e+00
-2.993993993993993998e+08;-3.745667907126715851e-02;-3.610985375973834594e-02;1.570357413273152147e+00
-2.987987987987987995e+08;-3.730473744213040621e-02;-3.595791213060159364e-02;1.570151572144470098e+00
-2.981981981981981993e+08;-3.715310091666663289e-02;-3.580627560513782032e-02;1.569946144351387574e+00
-2.975975975975975990e+08;-3.700176949487582467e-02;-3.565494418334701210e-02;1.569741129893905018e+00
-2.969969969969969988e+08;-3.685074317675796768e-02;-3.550391786522915510e-02;1.569536528772021988e+00
-2.963963963963963985e+08;-3.670002196231308272e-02;-3.535319665078427015e-02;1.569332340985738927e+00
-2.957957957957957983e+08;-3.654960585154116981e-02;-3.520278054001235724e-02;1.569128566535055613e+00
-2.951951951951951981e+08;-3.639949484444220812e-02;-3.505266953291339554e-02;1.568925205419972047e+00
-2.945945945945945978e+08;-3.624968894101621847e-02;-3.490286362948740589e-02;1.568722257640488227e+00
-2.939939939939939976e+08;-3.610018814126319392e-02;-3.475336282973438135e-02;1.568519723196604154e+00
-2.933933933933933973e+08;-3.595099244518314141e-02;-3.460416713365432884e-02;1.568317602088319829e+00
-2.927927927927927971e+08;-3.580210185277604706e-02;-3.445527654124723449e-02;1.568115894315635250e+00
-2.921921921921921968e+08;-3.565351636404191782e-02;-3.430669105251310524e-02;1.567914599878550419e+00
-2.915915915915915966e+08;-3.550523597898075367e-02;-3.415841066745194110e-02;1.567713718777065557e+00
-2.909909909909909964e+08;-3.535726069759256157e-02;-3.401043538606374900e-02;1.567513251011180220e+00
-2.903903903903903961e+08;-3.520959051987733457e-02;-3.386276520834852199e-02;1.567313196580894630e+00
-2.897897897897897959e+08;-3.506222544583506573e-02;-3.371540013430625315e-02;1.567113555486209009e+00
-2.891891891891891956e+08;-3.491516547546576199e-02;-3.356834016393694942e-02;1.566914327727123135e+00
-2.885885885885885954e+08;-3.476841060876942335e-02;-3.342158529724061078e-02;1.566715513303636786e+00
-2.879879879879879951e+08;-3.462196084574605676e-02;-3.327513553421724418e-02;1.566517112215750407e+00
-2.873873873873873949e+08;-3.447581618639564832e-02;-3.312899087486683575e-02;1.566319124463463774e+00
-2.867867867867867947e+08;-3.432997663071821193e-02;-3.298315131918939935e-02;1.566121550046776889e+00
-2.861861861861861944e+08;-3.418444217871373370e-02;-3.283761686718492112e-02;1.565924388965689751e+00
-2.855855855855855942e+08;-3.403921283038222750e-02;-3.269238751885341493e-02;1.565727641220202360e+00
-2.849849849849849939e+08;-3.389428858572369335e-02;-3.254746327419488078e-02;1.565531306810314716e+00
-2.843843843843843937e+08;-3.374966944473811042e-02;-3.240284413320929785e-02;1.565335385736026819e+00
-2.837837837837837934e+08;-3.360535540742549954e-02;-3.225853009589668696e-02;1.565139877997338669e+00
-2.831831831831831932e+08;-3.346134647378584681e-02;-3.211452116225703424e-02;1.564944783594250488e+00
-2.825825825825825930e+08;-3.331764264381916613e-02;-3.197081733229035355e-02;1.564750102526761832e+00
-2.819819819819819927e+08;-3.317424391752545054e-02;-3.182741860599663797e-02;1.564555834794873146e+00
-2.813813813813813925e+08;-3.303115029490469312e-02;-3.168432498337588055e-02;1.564361980398583984e+00
-2.807807807807807922e+08;-3.288836177595691468e-02;-3.154153646442810210e-02;1.564168539337894792e+00
-2.801801801801801920e+08;-3.274587836068208746e-02;-3.139905304915327489e-02;1.563975511612805347e+00
-2.795795795795795918e+08;-3.260370004908024616e-02;-3.125687473755143359e-02;1.563782897223315427e+00
-2.789789789789789915e+08;-3.246182684115134914e-02;-3.111500152962253657e-02;1.563590696169425476e+00
-2.783783783783783913e+08;-3.232025873689543111e-02;-3.097343342536661853e-02;1.563398908451135272e+00
-2.777777777777777910e+08;-3.217899573631246429e-02;-3.083217042478365172e-02;1.563207534068444815e+00
-2.771771771771771908e+08;-3.203803783940246952e-02;-3.069121252787365695e-02;1.563016573021354105e+00
-2.765765765765765905e+08;-3.189738504616543985e-02;-3.055055973463662727e-02;1.562826025309863143e+00
-2.759759759759759903e+08;-3.175703735660138916e-02;-3.041021204507257658e-02;1.562635890933972149e+00
-2.753753753753753901e+08;-3.161699477071028275e-02;-3.027016945918147017e-02;1.562446169893680681e+00
-2.747747747747747898e+08;-3.147725728849214838e-02;-3.013043197696333581e-02;1.562256862188988960e+00
-2.741741741741741896e+08;-3.133782490994697911e-02;-2.999099959841816654e-02;1.562067967819897207e+00
-2.735735735735735893e+08;-3.119869763507478883e-02;-2.985187232354597625e-02;1.561879486786404980e+00
-2.729729729729729891e+08;-3.105987546387554976e-02;-2.971305015234673719e-02;1.561691419088512722e+00
-2.723723723723723888e+08;-3.092135839634927580e-02;-2.957453308482046322e-02;1.561503764726220211e+00
-2.717717717717717886e+08;-3.078314643249597388e-02;-2.943632112096716130e-02;1.561316523699527226e+00
-2.711711711711711884e+08;-3.064523957231563012e-02;-2.929841426078681754e-02;1.561129696008434209e+00
-2.705705705705705881e+08;-3.050763781580825840e-02;-2.916081250427944582e-02;1.560943281652940939e+00
-2.699699699699699879e+08;-3.037034116297384831e-02;-2.902351585144503573e-02;1.560757280633047417e+00
-2.693693693693693876e+08;-3.023334961381240332e-02;-2.888652430228359075e-02;1.560571692948753642e+00
-2.687687687687687874e+08;-3.009666316832392344e-02;-2.874983785679511086e-02;1.560386518600059613e+00
-2.681681681681681573e+08;-2.996028182650840865e-02;-2.861345651497959608e-02;1.560201757586965332e+00
-2.675675675675675571e+08;-2.982420558836585897e-02;-2.847738027683704640e-02;1.560017409909471020e+00
-2.669669669669669569e+08;-2.968843445389627439e-02;-2.834160914236746182e-02;1.559833475567576233e+00
-2.663663663663663566e+08;-2.955296842309965491e-02;-2.820614311157084234e-02;1.559649954561281193e+00
-2.657657657657657564e+08;-2.941780749597600747e-02;-2.807098218444719490e-02;1.559466846890586122e+00
-2.651651651651651561e+08;-2.928295167252532166e-02;-2.793612636099650909e-02;1.559284152555490577e+00
-2.645645645645645559e+08;-2.914840095274760096e-02;-2.780157564121878838e-02;1.559101871555995000e+00
-2.639639639639639556e+08;-2.901415533664284188e-02;-2.766733002511402931e-02;1.558920003892099171e+00
-2.633633633633633554e+08;-2.888021482421104791e-02;-2.753338951268223533e-02;1.558738549563802867e+00
-2.627627627627627552e+08;-2.874657941545222598e-02;-2.739975410392341340e-02;1.558557508571106531e+00
-2.621621621621621549e+08;-2.861324911036636567e-02;-2.726642379883755310e-02;1.558376880914009943e+00
-2.615615615615615547e+08;-2.848022390895347394e-02;-2.713339859742466137e-02;1.558196666592513102e+00
-2.609609609609609544e+08;-2.834750381121354385e-02;-2.700067849968473127e-02;1.558016865606616008e+00
-2.603603603603603542e+08;-2.821508881714657885e-02;-2.686826350561776627e-02;1.557837477956318661e+00
-2.597597597597597539e+08;-2.808297892675258242e-02;-2.673615361522376985e-02;1.557658503641621284e+00
-2.591591591591591537e+08;-2.795117414003154763e-02;-2.660434882850273505e-02;1.557479942662523431e+00
-2.585585585585585535e+08;-2.781967445698347793e-02;-2.647284914545466536e-02;1.557301795019025326e+00
-2.579579579579579532e+08;-2.768847987760838028e-02;-2.634165456607956771e-02;1.557124060711127189e+00
-2.573573573573573530e+08;-2.755759040190624079e-02;-2.621076509037742822e-02;1.556946739738828578e+00
-2.567567567567567527e+08;-2.742700602987706987e-02;-2.608018071834825730e-02;1.556769832102129936e+00
-2.561561561561561525e+08;-2.729672676152086752e-02;-2.594990144999205495e-02;1.556593337801030819e+00
-2.555555555555555522e+08;-2.716675259683762680e-02;-2.581992728530881423e-02;1.556417256835531671e+00
